listing_id,association_type,sector_represented,member_count,membership_fee_min,membership_fee_max,industry_id,association_metadata
f153db58-3c8f-414f-81f7-2541f34c8ceb,,Fresh Produce,500,10000,100000,985ff825-8855-4dec-9615-6d83578ef2cf,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""IFPA India promotes the interests of fresh produce supply chain stakeholders. It facilitates industry dialogue on cold chain development, post-harvest management, and global market access for Indian fresh produce."", ""mission"": """", ""vision"": """", ""sector"": ""Fresh Produce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Pankaj Khandelwal"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""500+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@ifpaindia.org"", ""website"": ""https://www.ifpaindia.org""}}"
0ee0ee2c-98ad-4771-ac4c-c587fed4eeaf,National,Spices,3000,500,10000,985ff825-8855-4dec-9615-6d83578ef2cf,"{""association_type"": ""National"", ""legal_status"": ""Statutory Body"", ""overview"": {""about"": ""Spices Board of India is a statutory body under the Ministry of Commerce & Industry, set up in 1987. It is responsible for the development and worldwide promotion of Indian spices and regulates the export of spices from India."", ""mission"": """", ""vision"": """", ""sector"": ""Spices"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Kochi, Kerala"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""3000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Kochi, Kerala, India"", ""phone_number"": """", ""email"": ""spicesboard@nic.in"", ""website"": ""https://indianspices.com""}}"
5368f202-aa79-472d-9064-63d9c6c53dd6,National,Plantation Crop Exports,650,3000,50000,985ff825-8855-4dec-9615-6d83578ef2cf,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""CEPCI, established in 1955, is the apex body for the cashew industry in India. It promotes the export of cashew kernels and allied products from India and provides support to members for participation in global trade events."", ""mission"": """", ""vision"": """", ""sector"": ""Plantation Crop Exports"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Ramesh K. Nair"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Kochi, Kerala"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""650+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Kochi, Kerala, India"", ""phone_number"": """", ""email"": ""cepci@cashewindia.org"", ""website"": ""https://cashewindia.org""}}"
19c9f8af-9d50-4909-9690-7345baba2a27,National,Cricket,30,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""BCCI is the national governing body for cricket in India. Founded in 1928, it is the richest cricket board in the world and manages India's national cricket teams, domestic competitions, and the Indian Premier League (IPL)."", ""mission"": """", ""vision"": """", ""sector"": ""Cricket"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Roger Binny"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""30+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""office@bcci.tv"", ""website"": ""https://www.bcci.tv""}}"
a7f7f760-ea73-4775-913b-1552ead2beab,National,Football,36,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""AIFF is the governing body for football in India, established in 1937. It is affiliated to FIFA and the Asian Football Confederation and manages the Indian National Football Team and domestic league competitions."", ""mission"": """", ""vision"": """", ""sector"": ""Football"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Kalyan Chaubey"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""36+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""aiff@the-aiff.com"", ""website"": ""https://www.the-aiff.com""}}"
6c79cfe8-bb0f-4420-b17d-0852fc8d0315,National,Hockey,29,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""Hockey India is the national governing body for field hockey in India. It is affiliated to International Hockey Federation (FIH) and the Asian Hockey Federation and manages the national teams and domestic competitions including the Hockey India League."", ""mission"": """", ""vision"": """", ""sector"": ""Hockey"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Dilip Tirkey"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""29+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@hockeyindia.org"", ""website"": ""https://www.hockeyindia.org""}}"
b6310949-548c-4d1e-8944-9c6d3bd055cc,National,Athletics,32,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""AFI is the national governing body for athletics in India, affiliated to World Athletics and the Asian Athletics Association. It organises national championships, selects and manages athletes for international competitions."", ""mission"": """", ""vision"": """", ""sector"": ""Athletics"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Adille Sumariwalla"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""32+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""afiathleticsfederation@gmail.com"", ""website"": ""https://www.atleticsindia.com""}}"
cf60ccbf-4f7b-4c94-9935-212026bac592,National,Badminton,28,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""BAI is the governing body for badminton in India, founded in 1934. It is affiliated to the Badminton World Federation and manages the national badminton teams and organises competitions like the National Badminton Championship."", ""mission"": """", ""vision"": """", ""sector"": ""Badminton"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Himanta Biswa Sarma"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""28+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""bai@badmintonindia.org"", ""website"": ""https://www.badmintonindia.org""}}"
d1799830-4575-48df-834e-4eab62687407,National,Wrestling,29,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""WFI is the national federation for wrestling in India, affiliated to United World Wrestling (UWW) and Asian Wrestling Confederation. It governs freestyle, Greco-Roman, and women's wrestling in India."", ""mission"": """", ""vision"": """", ""sector"": ""Wrestling"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Sanjay Singh"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""29+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""wfi@wrestlingindia.org"", ""website"": ""https://www.wrestlingindia.org""}}"
1dd18e36-a1ff-430c-bda2-a9a905c18569,National,Table Tennis,31,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""TTFI is the national federation for table tennis in India, affiliated to the International Table Tennis Federation (ITTF) and Asian Table Tennis Union. It promotes the sport through national championships and development programmes."", ""mission"": """", ""vision"": """", ""sector"": ""Table Tennis"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Dushyant Chautala"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""31+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""ttfi@ttfionline.com"", ""website"": ""https://www.ttfionline.com""}}"
fbf6cfba-ebdb-4389-bd70-bd2caf697d69,National,Volleyball,31,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""VFI is the national governing body for volleyball in India, affiliated to FIVB and Asian Volleyball Confederation. It manages national volleyball teams and organises competitions including the National Volleyball Championship."", ""mission"": """", ""vision"": """", ""sector"": ""Volleyball"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Achanta Sharath Kamal"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""31+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""vfi@volleyballindia.in"", ""website"": ""https://www.volleyballindia.in""}}"
54d0bc9c-d370-48a8-b3d7-b3801aaa7a7e,National,Boxing,31,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""BFI is the national federation for amateur boxing in India, affiliated to World Boxing (WB) and Asian Boxing Confederation. It selects and trains boxers for international competition including the Olympics."", ""mission"": """", ""vision"": """", ""sector"": ""Boxing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Ajay Singh"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""31+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@bfi.boxing.in"", ""website"": ""https://www.bfi.boxing.in""}}"
3946be35-08a0-4cb2-9607-e9afbdf174ae,National,Weightlifting,28,0,0,ead42b5a-26e6-4bd2-a2e3-bb8709ede483,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""The Weightlifting Federation of India is affiliated to IWF and Asian Weightlifting Federation. It governs Olympic weightlifting, organises national championships, and selects athletes for international competition."", ""mission"": """", ""vision"": """", ""sector"": ""Weightlifting"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Sahdev Yadav"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""28+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""wfi@weightliftingindia.in"", ""website"": ""https://www.weightliftingindia.in""}}"
78c69409-cd7c-42bc-ba2d-c5490ebaa513,National,Healthcare,120,50000,2000000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""NATHEALTH is the apex body for private healthcare in India. Founded in 2012, it represents hospitals, pharmacies, diagnostics, medical devices, and digital health companies working to address India's healthcare challenges."", ""mission"": """", ""vision"": """", ""sector"": ""Healthcare"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Anjan Bose"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""120+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@nathealth.in"", ""website"": ""https://www.nathealth.in""}}"
a585add1-51b3-4135-8150-21815f8752d8,National,Diagnostics Manufacturing,200,15000,300000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""ADMI represents manufacturers of in vitro diagnostics (IVD) products in India. It advocates for a supportive regulatory environment for the diagnostics sector and promotes quality standards in diagnostic manufacturing."", ""mission"": """", ""vision"": """", ""sector"": ""Diagnostics Manufacturing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Niti Pall"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""200+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""admi@admi.org.in"", ""website"": ""https://www.admi.org.in""}}"
8aacc864-a021-464f-b329-07c493b7726c,National,Digital Health / HealthTech,150,25000,500000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""DHAI represents companies involved in digital health including telemedicine, health IT, AI in healthcare, and health data management. It works to advance the digital health ecosystem and support regulatory development in this space."", ""mission"": """", ""vision"": """", ""sector"": ""Digital Health / HealthTech"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Rajkumar Upadhyay"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""150+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@dhai.org.in"", ""website"": ""https://www.dhai.org.in""}}"
c4e91149-5aa6-4c44-a015-ceac23f5c277,National,Medical Devices,1200,5000,100000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""AiMeD is the Forum for Indian Medical Device industry, representing manufacturers of medical devices and diagnostics. It promotes Make in India in the medical devices sector and engages with CDSCO on regulatory policy matters."", ""mission"": """", ""vision"": """", ""sector"": ""Medical Devices"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""1200+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""aimed@aimed.net.in"", ""website"": ""https://www.aimed.net.in""}}"
ef6a407f-0e36-4659-9e87-1dfd8276f906,National,Franchise & Licensing,2000,10000,200000,c39ecac8-9a1f-4ad3-af64-069b9b315926,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""FAI is the national apex body representing the franchise industry in India. Founded in 2008, it promotes franchising as a business model, sets ethical standards, and represents the franchise sector before government and regulatory bodies."", ""mission"": """", ""vision"": """", ""sector"": ""Franchise & Licensing"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""2000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@fai.co.in"", ""website"": ""https://www.fai.co.in""}}"
71ad407f-9671-4258-a38d-d5e526c366f7,State/Regional,Trade & Commerce,5000,5000,200000,c39ecac8-9a1f-4ad3-af64-069b9b315926,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""MACCIA is the apex chamber of commerce for Maharashtra, representing thousands of businessmen across the state. Founded in 1927, it advocates for industry-friendly policies and organises trade delegations, exhibitions, and business development programmes."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Lalit Gandhi"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""5000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""maccia@maccia.org.in"", ""website"": ""https://www.maccia.org.in""}}"
c316684f-eb8a-4f72-9c52-50d2a62a6146,State/Regional,Trade & Commerce,10000,3000,100000,c39ecac8-9a1f-4ad3-af64-069b9b315926,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""FKCCI, founded in 1916, is the apex chamber of commerce for Karnataka. It represents the trade and industry interests of the state, facilitates investment, and advocates for industry-friendly policy changes with state and central governments."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""R. Ramesh Kumar"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Bengaluru, Karnataka"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""10000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Bengaluru, Karnataka, India"", ""phone_number"": """", ""email"": ""fkcci@fkcci.in"", ""website"": ""https://www.fkcci.in""}}"
b875a94a-636c-4f8d-baca-9da02fab8114,State/Regional,Trade & Commerce,8000,3000,100000,c39ecac8-9a1f-4ad3-af64-069b9b315926,"{""association_type"": ""State-level"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""TNCCI represents the business community of Tamil Nadu. Established in 1911, it is one of the oldest chambers in southern India and works to promote trade, industry, and commerce in the state through advocacy and business development initiatives."", ""mission"": """", ""vision"": """", ""sector"": ""Trade & Commerce"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""T. Velumani"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Coimbatore, Tamil Nadu"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""8000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Coimbatore, Tamil Nadu, India"", ""phone_number"": """", ""email"": ""tncci@tncci.com"", ""website"": ""https://www.tncci.com""}}"
