listing_id,total_outlets,parent_company,business_type,established_year,units_count,leader_name,leader_role
5a16267a-c6bc-48d0-b614-591fe851f2b5,35,,,2015,,,
d4374ab7-d8cb-40c2-8b18-c303f7ac7180,,,,2023,,,
78eab194-5c79-41ce-a88e-e2c78a25da83,140,,,2023,,,
ddf3c380-a91b-442d-a8dc-c864a9531881,7,,,2023,,,
8a562cfa-8df8-4ede-b1b0-177474181def,140,,,2000,,,
3944e6f4-71a2-427f-9ee9-be9123b4c786,,,,2021,,,
893f2e52-6cf6-47d5-b5fe-6b7010a3584c,,,,2024,,,
34e45798-1a82-46a3-83f9-fd150db9bcc6,7,,,2024,,,
1d19375e-a663-4e80-9c08-e2ef1f81c4e1,35,,,2025,,,
694d4780-aba1-4cdd-97f9-b121ed7ddf5b,35,,,2021,,,
18754059-b1a2-4fe8-82e6-f03b0ab69e27,7,,,2022,,,
e865848c-9184-4d77-9bd7-d79c7f2ea048,,,,2024,,,
39cc140a-77e5-4be0-b048-fa76b5e1855f,,,,2021,,,
1c4932cd-f7cb-470c-9e7a-08490ea8b5fc,,,,2023,,,
9fb067d6-2c0b-4f3d-bfda-12def1739c65,,,,2022,,,
b7d417e3-d9a7-4353-b135-fb87ea2e6ba9,7,,,2025,,,
4d20c862-1540-4355-9d20-1ebac8013e9b,450,,,2019,,,
a4abc633-5db8-434e-af7d-f0736c5c64b4,140,,,2012,,,
c856bdc2-0ee2-4ead-9cf8-d21a9e1de6ab,,,,,,,
c1f34d4c-b778-404c-bb6e-f592a1010d35,,,,2022,,,
94f3cf5e-21a0-4e8e-bb8d-fc53ec0e8b05,7,,,2023,,,
a1b5ecef-aa15-47c8-8bb3-b82f668853f3,7,,,2023,,,
94dc5440-bcaa-4091-b89d-edeb843b81ba,7,,,2020,,,
45ee5a61-50be-4fe5-9195-206454f97d63,7,,,2024,,,
fb65cb62-e1a1-438c-8b02-358f665dc97b,35,,,2001,,,
83b62c7c-0856-4a09-91fa-bb84d254aef6,7,,,2023,,,
5bf287bf-8e22-4973-81fd-087eba58d107,,,,2021,,,
0634f940-c410-4e7e-b782-33b36cd85016,7,,,2012,,,
b09c44a2-eff0-4e76-b866-23cd2d603b28,,,,2025,,,
e3219215-b16e-40bf-8d28-da6f983ddbee,,,,,,,
99bcfc5c-fc74-43ef-a781-d4b7b80621f9,35,,,2016,,,
696b600b-1a53-4d5c-8b40-c414f6f63822,7,,,2021,,,
8cacf5c0-7d8c-4939-a921-8ae84b7c9fc0,,,,2020,,,
0b8a832b-c846-438d-8c85-ecdd14b47e70,,,,2023,,,
8cc7a8ba-a597-4267-93a8-196fb0748a7b,,,,2018,,,
1f695f57-2a49-4cfb-9613-1d75681279b0,,,,2018,,,
79850dd5-7469-4271-992c-007ecc84f780,,,,,,,
484b23d2-ebc1-4024-b15e-74f3b40aa0b5,140,,,2017,,,
432cc984-b6b7-444e-bb01-ceaa6b127dc3,7,,,2025,,,
adab9208-83b4-47b4-9add-d80e5fd238df,,,,2022,,,
8cec93d5-2b49-4943-b804-edef46fd206a,,,,2022,,,
fcd94702-e2d2-4b7d-b303-16a6e17dbe5c,7,,,2024,,,
c56a2d53-aae5-4fdd-b0e4-590658870784,140,,,2021,,,
2d37c50d-03c4-4bdf-a509-902324703f8f,,,,2022,,,
55a40515-546a-40d5-8a18-036e2fbe6d71,,,,2025,,,
46822ec5-1afb-4114-9ee0-0a879a9665f3,,,,2023,,,
d3764418-be6a-48a9-94f8-58c2599902aa,,,,2025,,,
35d74cb5-6f4d-47a1-b7cb-e64871ca6483,7,,,2017,,,
1671c4ed-f7ec-4e4b-acf0-4e1dcf4e596c,,,,2025,,,
3ab9243a-b512-4d3a-9dca-f953a1e2064f,,,,2021,,,
2fa4c9cd-0570-4ba7-bd12-c313c3f0d8b3,70,,,2021,,,
04542e80-079f-463b-9835-97dbb107a7b4,,,,2020,,,
827b9974-d6b6-4096-80b7-e898017716d4,7,,,2023,,,
98af5eba-81d0-4930-b244-78116bc9d58f,,,,2020,,,
deb62d1a-f254-4b4d-9593-73d5b3832db7,,,,2015,,,
7428c776-358e-4787-9829-b8cc9e4b7126,7,,,2017,,,
c7ceb344-9595-4ea2-b038-7a71e114ad1a,,,,2025,,,
6b7f4ad0-a9e2-4f37-aec3-facc2ef1145f,7,,,2024,,,
3a5877c3-557e-4d75-a756-174a9a66b8e2,,,,2022,,,
75189098-ba4c-413b-ae22-5e0a3332c6ac,7,,,2021,,,
787e1c6a-fb32-4095-a173-bfda4d878a96,,,,2020,,,
b5551c45-e898-47e0-83b3-83f96a758429,,,,2018,,,
ff84be6f-0771-4f78-9b71-bdbf63105d11,,,,,,,
310d9593-7c6e-49e9-ac6e-9f4824ada61c,,,,,,,
95de03be-5dbc-43de-a311-9ed42af8a4c6,,,,,,,
15a3cb19-8311-4fa8-84c5-e2207e6d33c9,,,,,,,
4a3b6bf8-d8b4-49fe-a60f-0ae23e36a8ec,35,,,2012,,,
35d5a1e7-d23f-4f41-ac28-539eab08edd5,,,,2018,,,
3023d59a-e807-4d3a-a1fc-9d9874fb3215,7,,,2022,,,
b0f7ad2a-2c61-42eb-bf72-baf645bff511,,,,,,,
3221ccbc-1849-42a9-b8fe-8d3313babe97,7,,,2017,,,
040a1432-17bb-42fa-9ecb-673282b15c4c,,,,2024,,,
771d2a5d-5151-4c3f-befd-76e56857984f,,,,,,,
a2c17f36-adb3-4f26-9e9f-f6a2627bb6dd,,,,2019,,,
503883eb-5c43-428a-9348-9eed53859846,,,,,,,
f1edcc42-3ff1-48dc-b6a6-99c1616c2997,,,,,,,
e4bae633-39ff-4cd8-b8ea-26077a2db752,,,,,,,
9a7b315e-beb7-4795-9e56-a1b7f19db1c7,,,,,,,
8d8d949c-a701-42ac-8573-3617f14e0852,70,,,2022,,,
a513b4c8-e901-465f-9198-97d52faa34e5,7,,,2018,,,
92dcb815-2d93-4dd3-a85e-46501758305f,,,,,,,
bb08b236-af2d-4612-a11e-a8a64a36c39e,7,,,2023,,,
a8a20ea4-3f80-4e4e-b66a-184d6e257a88,7,,,2017,,,
4e2b2530-6b03-4032-b411-6ba5a15b600d,7,,,2024,,,
d30ae99d-70b7-4006-a5f5-d02dbf98f3a9,,,,,,,
44e8467f-5d2f-472c-9b4f-fdad2091d184,35,,,2018,,,
bcc2bbf0-b9fe-41bd-a542-ca9f054f1565,7,,,2018,,,
64cf482c-03ba-453f-bf15-cd93d190caa3,,,,2018,,,
02cc76b8-6ded-4adf-b7e0-1accb3d5745c,70,,,2015,,,
b6e03c18-20c0-4df0-b2b3-b3b79b13138f,,,,2021,,,
7ad3286a-da8f-4733-af3e-a1de1114b4fc,35,,,2020,,,
7f0f595b-7de0-4760-920f-599597a8e46b,35,,,2018,,,
0335f94e-e7d7-4286-9e96-868b4c23f5a4,,,,,,,
6773423b-3f97-4397-a456-32429a487a05,70,,,2019,,,
1e7705f4-553c-4840-8c6e-df4eec68c672,7,,,2021,,,
07ed38e4-1c11-482e-b87f-450eac2220ef,,,,,,,
2b10c003-c411-4e06-a6c1-79db4f64e32f,,,,2020,,,
4a852805-31ce-496e-a56e-b92f906073ce,7,,,2019,,,
7dea93be-a751-4e47-907e-7ad1dd3a2b6e,,,,,,,
8d90ae53-65ea-47cc-a2f4-9fa050a655c2,140,,,2019,,,
9662b822-a1e1-4e3d-8620-b4fbf57e6a8d,,,,,,,
315a65db-7960-4b2b-a4a0-b25b8dc037e6,7,,,2018,,,
cd2a82b0-bfc9-4fc7-8e5c-950a095bb9fc,7,,,2017,,,
bccbf5c6-0926-45ff-b070-7cc5e65e73e7,,,,,,,
c7778f21-59da-4ea2-839a-77caf091aae2,,,,,,,
478399b2-0287-483c-b17e-e8a9f2f70a29,,,,,,,
d1fbdbec-34d6-42d8-b51a-3c1a2ffd584e,7,,,2025,,,
fd2629ea-c741-4b33-a69b-aef07e670903,,,,2020,,,
e266460e-a2c7-41ea-be2f-0b6aace2ec69,,,,2019,,,
11ad18b9-143b-49c4-9624-2fdbf76d1c40,,,,,,,
71f6195f-ac09-4c0c-a5bd-c7be755a1f2f,10,,2021,,,,
fde2dcc0-7582-4561-9456-5ae9dbfb0c0d,,,,,,,
015b3f47-0e58-47f1-88eb-a903f65d2101,,,2018,,,,
f78833ae-2a43-49ba-bc0c-92fdd07c7ea7,,,,,,,
3bb8eca8-3b09-44f2-ab24-de7feff114cc,,,,,,,
f038391c-0c0a-4123-b8e7-ff207b9741c6,,,2020,,,,
bebe2af1-cd00-48b4-9918-d6e3f05ef6df,,,,,,,
d2111d1b-5b38-4541-8d3f-c567dce471e0,,,,,,,
275cd8e3-5aab-49f4-823e-3e15a719c6f4,,,,,,,
d873f4e4-bb7d-4ee3-8f54-1a002615d867,,,,,,,
82f990e6-2bf0-455f-ab91-bad7e7a8f854,,,,,,,
373894c9-839f-448d-ab10-5e1efeb4157b,,,,,,,
48318eba-0a7c-491b-878e-2b28748d0429,44105,,2019,,,,
350b97e7-d10c-4b4a-b0f4-c4b28c62d9f2,10,,,,,,
e820a79b-dbe8-4359-a5b6-54b8beb38772,10,,,,,,
26076fab-59a0-48cb-8cf4-17ed641a2a60,,,,,,,
94ce4100-e6b9-40e6-a0e5-ac58962f95f4,10,,,,,,
a91633e8-b0df-4f96-99a1-232552314e9a,20,,2017,,,,
4093a4de-6509-4dd9-af6c-d88f17c95254,,,,,,,
7a69cdba-6e83-426b-bae8-7f387c4d89b3,,,,,,,
74ebe46b-235e-401f-9692-f43a7c0592c7,,,,,,,
0fd52b16-97e7-475f-90ae-f571e405c12a,,,,,,,
53de2c7c-5ad9-4829-8265-be4a76c0451e,,,,,,,
45e8b53f-3f13-4a2b-810b-50f9a08593c7,10,,2001,,,,
e945d803-56bd-4d4b-b21b-0587db1912f1,,,,,,,
05a39773-1b84-487b-88fa-cd3127904579,10,,2007,,,,
dde3cc73-fd18-4c7e-bbf8-479304bc1354,,,,,,,
fa6a1a27-422a-4da4-a922-a0da7ca6983a,,,,,,,
cef52ad3-6966-49d8-9c8a-b4bd8589eca5,10,,2012,,,,
7e7b5238-3eb4-442b-8ddc-307ff7f19e1e,,,,,,,
e5e31845-6b2c-4060-94bd-3670c3154f2a,,,,,,,
1c95bd9a-349e-41e9-b32d-08bf63beb1b0,,,2017,,,,
c0aef157-a058-48df-9ba7-6d70f368d351,10,,2010,,,,
63feb1b5-d575-4adb-adef-bdd31f2e418b,,,,,,,
1f06acd8-b20f-435d-97c2-990f72393150,10,,2007,,,,
2e78155d-8dcf-4650-8c3d-e2724f3fea6c,10,,2016,,,,
25650b79-c040-49fd-98b2-391b8442fc8e,,,,,,,
6024fecb-aed9-451e-8407-67d11770c8e4,,,,,,,
fd0f9b80-fcba-40db-a7be-c85ad0bdd8a0,10,,2012,,,,
2e941ab3-dc46-4236-a598-6c64fffbabd8,,,2008,,,,
baf1810c-dbc5-4bbe-a171-3d4b24b9fbd5,,,,,,,
c1b954bf-053b-4089-be77-5cda5d5c8997,20,,2008,,,,
1b74f0e9-3dcf-43bd-8397-2531885e1c72,10,,2014,,,,
6f584474-07dc-4c68-8226-bbe67138a72e,,,,,,,
256703ae-e88f-4bf8-86e4-cf14edb67482,500,,2016,,,,
249ffac4-e452-4679-b850-34700a2fb0e7,,,,,,,
e75fe283-5177-4563-89b9-a10e6f9dd4e3,,,2019,,,,
ef77c9ce-eafe-4b59-83ec-4b4b7a0f24bf,,,,,,,
45e4f353-50b6-4173-ae88-85eab50b0631,300,,,,,,
71d9f328-1702-4137-bab1-b433a492a397,,,2016,,,,
4a7addb5-7977-4dad-a3ed-92e4c8eeef9a,,,2018,,,,
ab3880d6-1df0-40f6-8692-b7939d80e4ff,,,,,,,
34c48882-5b3e-49a2-aeac-a5596faa9c19,,,,,,,
07606452-4433-4923-b636-9e5cd40b7de1,300,,2003,,,,
3b76cd73-3d8b-4a14-b539-ecfdc06ffb57,,,,,,,
11eafc51-8472-4758-a56f-ccc1e41db5ff,40,,2021,,,,
3931f540-d4c6-455f-b377-2e966d2e9993,80,,2021,,,,
a35bd4ab-3a8f-46b1-be4a-1ba699e05e67,,,,,,,
a86312e5-88cd-41a0-9086-acd895ad9b2d,,,,,,,
cf61aff1-c65d-41a7-9d5e-69ca574f697c,,,2019,,,,
7259cde1-3778-442f-a7c9-765b4b8fa8c4,,,,,,,
dcbbaaf8-6cef-48cc-bfe9-a253a004c436,,,,,,,
463ae953-7c0a-4803-bcd2-f4430483bb6b,10,,2021,,,,
c03a705a-035d-4c77-b40f-be223819793d,,,,,,,
402a2292-093a-4f1c-86b3-bc7f2d324883,160,,1990,,,,
a0110ad0-5c90-43fb-b6b7-d4ee8cb693be,,,,,,,
ad20f59c-0352-44f6-ab87-7d80c556c51c,,,,,,,
681a8cfa-4c1a-49ec-bb30-14921a432df1,,,,,,,
3c73fdab-9275-4a49-baea-05ba0ce0cf7f,,,,,,,
bca12a6b-47b3-4bfc-ae13-097fc9dcf143,,,,,,,
2a05a41c-4416-456f-a9f6-c94f3ac5253a,,,2017,,,,
827cd566-9fd4-4265-bb11-e09e03977b51,,,1997,,,,
9c4f605c-9437-4845-83d0-19fd75814897,20,,2018,,,,
2f4a2c93-8028-43da-84a1-c2e568af6041,10,,,,,,
0a7c6185-8191-4f5f-8aa5-5b675574df90,,,2019,,,,
b490f502-1cd6-4b1e-b114-9a73412982ae,,,2025,,,,
9ea78094-31c2-4334-8c66-29687df50951,10,,2013,,,,
82fe6a24-acf8-4d38-9bcb-d88df758e7c0,,,2021,,,,
c41848d2-dccc-4d67-904d-b5508a388758,10,,2021,,,,
fc3d97c2-1474-4c17-9b6d-e8a71c52715b,10,,2021,,,,
d4531b51-87f4-4d4f-8392-3343a0b48db1,,,,,,,
ae26143d-8810-459c-90c8-3f9f4c64f945,,,,,,,
46e62930-5c95-4853-9903-cce9ebe1b086,10,,2011,,,,
44657985-d233-4828-b347-bcbc81d62392,,,,,,,
7e0944cb-68b7-4cb3-9325-12c0470a05be,,,,,,,
cf7a0d77-d1b4-48b3-9cb6-7e8d7a33ccf9,20,,1956,,,,
12769daf-e295-4f17-af12-4c5f1bcc34a4,80,,2012,,,,
a24db8b2-3197-4d8e-9a3e-88858a31b221,,,,,,,
6995d391-ecc3-4863-8f4e-3021b83778a0,,,2007,,,,
dc17cb49-7061-4259-9d26-79e841cf298f,,,2021,,,,
c08ff6d3-39e3-4146-b367-823ac380de1d,10,,2013,,,,
aea32a29-bb76-4077-ad5b-9acd85fe3a88,,,,,,,
45a8a2ad-2468-409d-b36a-7d70901facfe,10,,2018,,,,
e6415fa6-ceb1-4fa8-b83f-457ece90f78c,10,,2014,,,,
3c6573cd-4fd2-4e5f-8d10-9b7632e343ed,,,,,,,
7fb85e07-8097-4872-b448-a058e234426f,,,,,,,
420a3a46-bfd0-4994-a4fd-9d611283ede3,10,,2018,,,,
bf57cb9c-5284-4cf0-a08b-59bdd2ff93d2,10,,2013,,,,
180ebb72-d210-459e-adbb-c3e8d3f2b8aa,,,,,,,
2d2cf383-0e69-4ac7-a726-df6f0d9c464b,160,,1999,,,,
d3349661-d13b-4a99-a9e3-71cba1c812a9,80,,2010,,,,
ddca0128-cd0d-4332-8788-1de38da33510,10,,2017,,,,
02a60b08-6ae0-4605-9a2d-22f812a4679e,44105,,2016,,,,
ce60854c-60a2-4ae8-8cc8-3e988cd8c2df,,,,,,,
3aae618c-c41a-4731-99c3-c3b4998b5a1b,10,,2018,,,,
85426e64-56ce-491b-a6fd-741068326be4,,,,,,,
eaeb80da-6f49-44d3-b2c4-e06dd167e7c8,44105,,2019,,,,
93a76473-ecf0-4699-9a9d-985bd8457c21,10,,2020,,,,
6aad3bad-d1dd-42dc-a500-4abfd92fda7f,10,,2025,,,,
8da2878d-d832-471a-abe7-348845ebb003,10,,2020,,,,
e5c67f39-7556-4d9e-a573-22d48e8391e7,160,,1999,,,,
59c00e5d-601f-4f76-9d42-bd6958ca34d7,10,,2022,,,,
0a456384-13fd-4cca-9798-20fb032eb87f,1200,,2019,,,,
e20834c9-e741-419f-96cd-6ac80ffcc83a,,,,,,,
de07bbb2-42af-4110-951f-b4ac55f5ae5f,10,,2019,,,,
57a22f6d-c6a6-4bcd-a6c1-308721c82f98,,,,,,,
0378f21c-1c97-43b5-ad16-b62df158316d,20,,2021,,,,
b807484b-a02f-43bf-aa91-b5af589b212b,,,2018,,,,
e7aeefcf-b980-4005-8e7f-2d250f192bb0,,,2010,,,,
ff185750-5c38-4ff9-a8bc-5301818b2998,,,,,,,
f9755e48-a37b-48e7-8883-1530901c6a04,800,,2002,,,,
48b855e5-a720-45f5-a28d-916f4546153a,,,,,,,
85e72f15-376e-4c87-9323-a426a37415c2,,,2002,,,,
2ff2a4e4-42d6-468c-bcb7-ad85b9fef196,,,,,,,
32967e49-ea36-4330-be71-c13b3a04f7b4,,,,,,,
7f400865-b848-474a-9125-f44cdb2e4c8d,80,,2019,,,,
edb9a3c6-8809-47ac-8878-ecaa4d18ee11,160,,1996,,,,
516d5682-4886-44b9-ba4f-090865d0c2ec,10,,2018,,,,
8afb65fb-723d-46e4-a473-fbc96d2e0ce4,10,,2011,,,,
b93b1c83-37a5-4c73-a858-9f07baf5b45c,10,,2018,,,,
6611cd70-02d8-474e-878e-d4041600d751,,,,,,,
90d91bdd-79c4-4ea3-a405-c3ffc3022483,80,,2020,,,,
310bccc0-5fb9-4201-980f-8b86e3080cdf,,,,,,,
8191b650-cc7a-4f71-ae23-d6a5c0c98f17,,,2021,,,,
5a9e321a-7dd8-4269-b420-6a038a9a9f01,,,2019,,,,
e71b1cca-2eb9-446d-b6ab-4fa2b8f859b9,,,,,,,
afbeb041-f341-4681-ae78-b66086c5c4a1,40,,,,,,
c03be570-2a6b-434e-953b-febf86ff9595,44105,,2014,,,,
10ab899b-eb21-46af-b676-537c2f624d1b,,,2018,,,,
340e5952-38cb-495a-8feb-a2afc79aecd6,,,,,,,
3198b4d7-f72a-47d1-801b-dd2f92629705,10,,2019,,,,
e1bc1eb4-41bb-47fc-8fda-a25b51f3501e,,,,,,,
b7b029d8-b555-4726-8953-a0ad422871fb,,,2017,,,,
b66e92d7-65cb-4795-baa8-3c889cdaa688,44105,,2019,,,,
0c4d7978-5e80-43fc-af78-c95ccd4db1ca,40,,2019,,,,
6b34fe74-dd14-4bd0-a204-ff457a1c9dff,,,,,,,
83bb192d-616b-403b-bc6c-8a288177e51a,,,,,,,
57301679-b8ca-4b40-b1e7-19b2ad58e86d,,,,,,,
50ce8d4c-69bf-4da8-b1f5-37581773f541,,,2015,,,,
68fffadb-c144-4da7-b2f5-5e5705e8a736,,,,,,,
8fb9f63a-6d0c-4bfa-8044-5056fad83bef,,,2009,,,,
8a818cfb-aedd-4c92-b96c-2dee6139dc7d,,,,,,,
ded2cb3a-9f18-4102-bff0-d3872f5de5f5,,,,,,,
731b407c-3cfe-44c3-a63e-002ead4ecd18,,,,,,,
e34c45d5-9602-47d1-a2d3-bcf7b6c86019,,,,,,,
0a8bf278-9103-4330-8293-877e82fc176f,800,,2021,,,,
9864c045-7b29-4e45-9969-c6818e40384a,,,,,,,
b8ff148a-6d6e-43c9-8285-8285f7c806a2,,,,,,,
434a501e-e78b-48f1-829c-fc47eecf8a47,,,,,,,
6b8a898d-8b0a-4976-8573-80ec147600e9,,,,,,,
221a1912-c124-4805-b007-9dc0a229bb71,44105,,2024,,,,
c907ac8e-b198-41e0-8c4a-1c973dcdc6d2,,,2008,,,,
170bdc18-09db-4852-bd4e-70efc54bf9c9,,,,,,,
4aac140d-d1e6-4803-9077-6ca81e8bc5b0,,,2011,,,,
3f16105d-4043-4379-95fe-ee86e88bc3a6,,,,,,,
2a259fbe-693d-4f73-906c-43f3fbb4ba75,10,,2023,,,,
4952b811-04be-4765-8b35-6a41e6d5c682,44105,,2015,,,,
7dac77dd-aec7-4dea-9eee-f6cf4d67d3e3,10,,2020,,,,
b81515a7-2ce4-49d0-83e2-69737a92dabe,,,,,,,
137c38ca-a226-4fa8-8c0c-08e3b018a736,,,2025,,,,
bb54cfd0-6c5a-45d1-b56a-7559e23878a5,10,,2016,,,,
e4de6201-4144-4067-bd19-d926915c08d7,,,,,,,
d68af2bd-c63c-4502-aefc-80058beafa9e,10,,2019,,,,
7e8ee441-69d0-45af-a65a-d3bd9273e22d,,,,,,,
f614f690-4f8c-4386-beca-52ade7d0b047,10,,2017,,,,
ab820b6a-1cc6-4760-9a3d-36917d4012fa,,,,,,,
5aa69bf2-d6cd-4518-a0ce-d3c1834825cc,10,,2024,,,,
2991c5f6-f474-4fbe-b3e9-2bccfa7527c3,10,,2021,,,,
11e33255-5e28-42ce-9ac7-da91eb2c9a2c,80,,2017,,,,
69d3937f-a68c-4d96-9540-b9619e632ef9,,,,,,,
45818ba0-6b85-4515-b1e0-39d895c29c52,80,,,,,,
6c2a3ad2-a7b4-4c88-8fdd-dea147cb325d,,,,,,,
760181b5-e9ec-4052-8af9-2349a8cd3508,,,,,,,
b896e385-cc29-4816-ace2-2f9e1a86f72e,80,,2010,,,,
9e5a3db0-5494-4d44-8004-df7da99a126b,,,2018,,,,
cbeacc69-4ee4-46d2-8266-b590e488a2f4,,,,,,,
194b3ced-6ec0-4cad-b0c2-b0cfa5cf6a35,,,,,,,
32b9bd0a-ff5a-49a0-8310-9519590a27ab,,,2018,,,,
1e0a6632-d200-4de5-9b7b-59e814a41265,,,,,,,
306c8472-0862-47ee-b2c9-f3774f8fbb06,,,,,,,
51d87a50-924f-4509-9584-6e379968ebd6,,,,,,,
86f4fdac-9b46-4c56-a89d-7c78892bcd8d,,,,,,,
72135422-e990-45a3-8a49-0fac35ff1a28,,,,,,,
046a66ab-ba50-4f51-be64-96806f54cc64,80,,2014,,,,
17e51f9a-75a4-40b4-a728-b9060afdd354,,,2010,,,,
4517b1e4-8d24-40c0-a3b7-8597ea0d252f,,,,,,,
1cd9ce2e-2372-45eb-a4ba-d436c1631f1b,10,,2010,,,,
70ce4875-f712-4831-ae17-9a69cc78c14e,,,,,,,
93c41510-9412-4045-95a7-d75fffd4838d,,,,,,,
e0a08cb2-4293-4893-8226-52061624a165,,,,,,,
82e7875d-11f2-4aa1-9fae-ec0698672254,20,,2019,,,,
4f278ed6-879a-4a21-b9d6-644141725fed,10,,,,,,
3b7ac4a4-c1d7-465a-9a6f-90ca374e6c78,10,,,,,,
363a7990-10f2-412d-9248-696caed0b26b,,,,,,,
f6c7c6cb-3c41-4e39-9c73-810869d865b0,,,,,,,
666bff0f-590b-472e-bf53-4083cf4ecf87,,,,,,,
ff23195c-8892-4f46-8bdd-e486bfff44d8,,,,,,,
d700241a-110e-46e7-8e94-c911a0f390d0,,,,,,,
253ebbc3-e9cd-4eea-ae34-5bff8664bdba,,,,,,,
532283fb-8dcf-4669-af3a-08fedb48d97a,,,2014,,,,
46b47999-8892-436a-ba7d-836d4b1d2a65,,,,,,,
05162bae-1ed7-4f52-bcfb-d23ff865984d,10,,2022,,,,
521b4bab-cdd2-4f68-a7b6-bfcf0b77f93c,,,,,,,
3f9016b1-3fb5-416d-aa5c-17d815b05ccc,10,,,,,,
db5d198c-55e3-4de6-9330-d63063b737ce,,,,,,,
39e6dba7-33ae-446c-bce5-d56c741a644c,,,,,,,
115b5702-6036-46a8-99e3-1737c480e826,,,2019,,,,
5a0fc421-9c8e-4c36-9a25-2263e2cd8a70,,,,,,,
af6cd677-a7ac-4d37-96b7-826828162f0a,,,,,,,
8085a97f-136f-461d-8b00-4930751c8438,,,,,,,
dff44139-a2f6-4f01-9972-efcc3f4953a2,,,,,,,
54061748-f9b2-4868-986f-028c7a12c47d,,,,,,,
f7108edd-2246-478e-a305-83838055aa0a,300,,2018,,,,
0979da3a-0aa4-4ce6-bb94-9b6f94290e5e,,,,,,,
28796ba6-95cf-41d8-8ec2-5fcf40a91c4e,10,,2015,,,,
e0b3eb60-b34e-459b-9fae-d8630edccce8,10,,2021,,,,
7228105e-54cb-4648-95d3-79f73816d40c,10,,1990,,,,
fe0071d2-51dc-4607-8373-eeb6f68ce331,,,2015,,,,
ab11fb35-6e8b-48ba-bf68-dc23b8752241,,,,,,,
4ef7dc56-bd65-41ef-9715-aedb5dd27219,,,2010,,,,
b7a6bdfc-65d5-445d-9913-0f83957f07d4,10,,2018,,,,
a7564972-ba87-4877-9d41-acb9fefbf59f,,,2018,,,,
ea981fdf-df69-44f2-af94-bb35a9e2cb33,44105,,,,,,
bbe64b17-8009-4b07-892f-2af3e28aad47,,,2000,,,,
978351eb-89a2-4dfc-ad74-bd1699ec46b7,,,,,,,
b20186a5-4fef-440f-bdda-660c53e16f98,,,2018,,,,
8466be1a-e05a-4c1e-96f7-450c9001c887,,,,,,,
a3ef0e9b-6339-44d6-b6c7-a3222094ced0,,,,,,,
5e04cec3-5a19-4ddb-af8e-a90c246aaf27,,,,,250,50000,100000
9bb9cce1-d65e-4bd7-bce2-b1b21bb51b0f,,,,,,,
4ba91102-d423-45df-b13c-fd4df7c33829,,,,,,,
60f44cc4-08c5-4cbe-aa90-22cfb4585fa3,,,,,,,
d20d8d09-a8b1-4d6f-8276-e6dccc6f4021,,,,,,,
0f7b1dfb-6465-41c9-b4ce-658e128d0be9,,,,,,,
2ce9a821-2d18-48a7-ad48-1fba7446679d,,,,,,,
0735dcf7-560e-4e4c-be0b-99260c6b837d,,,2020,,,,
5429b3df-c460-40b1-8e80-3f1bea1c4027,,,,,,,
8209c7db-865c-4547-a936-649b5e83dc74,44105,,2014,,,,
2ff3fd75-7495-4ceb-8d6b-28714be2fff1,10,,2015,,,,
03e02fb4-1324-4763-a897-e2bf20edce2c,10,,2014,,,,
85bf50d5-dc03-4987-95df-50fb792fee54,10,,2017,,,,
8eb5ced2-32bd-4428-bff4-29ab24d95ad2,10,,2018,,,,
ce2a68f4-57b1-4ff4-b31c-05938d8f01a3,,,,,,,
d4adabd2-b442-4ebd-abc5-4b10a1388102,10,,2019,,,,
d9deab20-efd6-48be-a4ce-708e5e1766ad,10,,2019,,,,
b466d81d-d2b0-4677-85cb-eb41d868a83e,10,,2014,,,,
60cb572b-5a35-4ad3-b0ad-5b5c4f51db07,44105,,2016,,,,
6570f205-769a-42a4-9405-c152f91daa21,,,,,,,
43d91885-2c72-4a14-a254-d9bd2a1c3ed8,,,,,,,
079cf232-9439-4e89-b7ee-041c8baeadb3,,,,,,,
b78080f7-dde9-4574-b648-1a609e970d95,10,,2020,,,,
87701d6c-5411-4c7e-99e9-11db4365994f,,,,,,,
0e26981a-16a1-4b60-ae67-9543698094e4,,,,,,,
9a6c34b5-618e-4b98-bc73-9876d2715e20,,,,,,,
acdb02c5-26e7-44cf-903f-41a01657ddc8,,,2018,,,,
7c35b13e-30a4-4bbe-95c2-5e29f9d43007,10,,,,,,
b2b26974-08ba-4f2e-a8db-cbc8ad427b56,,,2021,,,,
d0185006-308f-4230-b277-5163994b21b9,500,,1993,,,,
f3d056fe-3dcf-4900-8b0d-e1e48e511006,,,,,,,
50fec8b8-de5a-4200-9a92-1504d8666ff7,,,,,,,
0b57e0d9-9c0f-4a4b-9bbe-a7dd9061169e,,,2017,,,,
67cc4f72-864a-4546-bca0-26c059d599e2,10,,2019,,,,
827f5666-6390-4a13-a7a7-10a7a9e9bf45,20,,1996,,,,
7c655177-15a8-4253-82e2-dc63adbdeafc,,,,,,,
2b57b0a1-697a-47ea-89f2-c5c2c85bb857,10,,,,,,
5c49a719-f799-497f-8dd9-090efd13293a,10,,2017,,,,
a0818c59-871e-452d-803d-c9db419d787a,10,,2019,,,,
c1c344a2-4a6f-4a70-b8e8-e625c9804290,,,,,,,
1af1894d-ea36-40ac-ba09-4c1413d512ee,10,,2010,,,,
ccd436a0-361d-4b4e-aada-60509a1ba37e,20,,,,,,
