"id","franchise_id","initial_investment_min","initial_investment_max","franchise_fee","royalty_percentage","marketing_fee_percentage","payback_min_months","payback_max_months","roi_min_percentage","roi_max_percentage","monthly_turnover_min","monthly_turnover_max","single_unit_cost_min","single_unit_cost_max","investment_includes","created_by","updated_by","created_at","updated_at"
"16ec9cf2-27f4-4c32-9fb7-5e2606d62332","8d1f2c2b-4dd4-4959-8ec7-375edd59f999","1000000","1500000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"3bc4f9f7-9734-4316-b0d8-a593ab8fe485","a7eebaa7-a429-4489-b0f0-1f29b069af63","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"75e67cd0-404f-4d4c-98a9-f2be71f9f420","496ce3e5-cf47-4bf4-8874-b4572a97def5","10000000","20000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"51a784a0-e5c6-4180-bd9b-35d9a7486bbc","a42c35fe-e9bd-42b0-8787-966596a54f97","50000000","100000000","2000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"c15a6a0e-0f34-475e-841a-6619ba7e7d82","5d130317-45b7-4caa-aa92-b38fabf64bd8","5000000","7500000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"0a3da041-536a-418e-ac89-abab89f6d5f4","757661f5-15bb-4634-87a2-e83e5e4ac1be","200000","500000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"2a74ab75-2a0c-426b-b950-4ff2d05a857b","46bdfbfd-5076-4275-808a-0654c0f16d64","10000000","20000000","1000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"1f9299ff-4060-4337-b9ec-64b4aba24d88","13b02d85-0b21-41df-a42b-a3e69627c361","3000000","4000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"f2fcd382-7855-4ad5-b46b-2adaa8332270","685e5824-24fc-4845-b14b-c910e3724267","10000000","20000000","1000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"6a987563-d161-4131-9f72-2902e57c71bb","c7b53088-088e-47c7-880c-33fff141f5cc","10000000","20000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"52547cbe-c8c7-40cd-b2d3-9cc71b2467ea","0c1a24dd-8ba8-49c0-9201-209dcec335ff","4000000","5000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"998ef6f3-3548-4586-9553-54cfa717ae8e","513980c6-0171-4aff-a7f3-b55f1a3e291d","7500000","10000000","1500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"06be745e-2977-475c-ab2d-e95291a131f1","9ed14b2b-c050-40f4-a1be-9a0681fc1fcf","1500000","2000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"37f803ee-fd63-47fe-8cc8-cbc7855fbe24","306adbb9-1cd9-4b86-a202-0cdd8351a725","500000","1000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"6e8d3bf0-e14b-4dcb-aeef-930bc8db9103","ac9a69a5-6742-4c61-a0fc-357ffaacb990","4000000","5000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"c8420649-eafa-431a-8d2a-7ca3c576d46f","dea2856c-266c-404b-ba9a-660bf0018d47","2000000","3000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"21f36869-45c2-4857-b052-a4a40d0010dd","6e7e1589-f738-4d22-98b1-15f122e473ce","2000000","3000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"bac43071-84be-40f8-8673-d5003177f369","1984c3e0-e84b-4f1b-9983-778f9dfd90fc","3000000","4000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"67b6b66d-0743-44c9-a025-f66a0bbc10fe","fa32c4a3-f72f-4edc-85d4-51bde717a0a9","500000","1000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"fd703617-a451-432b-9d58-c56021a19130","add4ca64-cde4-4c81-8e58-d521d898372b","2000000","3000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"5d42b8cb-d68c-4920-ab63-96d4fba9187f","a39cf9a7-18eb-40d7-a536-ac1a43690702","","","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"3b259ed2-3218-439f-b9d5-e24803edef49","9c4c8994-4d2e-45ee-98ff-0dc08f89f6dc","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"8daf4f03-3210-47ba-a71f-92630eb1d5b1","11ec541c-8d14-4ee5-ba4c-dabf82387746","1000000","1500000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"86bf9f67-474f-42bc-add1-663a4e9d7d11","e82dbdfb-34d6-4427-99f1-7334e55a59eb","1000000","1500000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"3ea3376b-ee6a-4a1d-aff3-6747bb0ea911","4a4b2be6-742f-4690-bdb4-7f307761ef4c","1500000","2000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"7706ddee-b548-4554-b04a-2fb5f07ecfb3","b30cf2fe-a449-40e7-9afa-3ce7a29cf2ec","20000000","50000000","2000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"040f450f-529e-477e-86c7-3cff118b7195","7a48f43c-7ccb-480c-8b26-77c5994cb82e","2000000","3000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"0037b0aa-8b6e-4bb0-974c-fdd7f2d89528","6e313ad1-9e12-4d70-853a-944f567a0acb","200000","500000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"da2f3c67-6b39-4ae2-9e22-96b27ff84cf2","3cac3d1d-27d2-4009-8a0f-9cd03a389407","1000000","1500000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"7f568f2b-bfe0-466e-bc39-d5e6ca89ebd9","0646a3ac-eaf3-406e-ac72-d59fddb63b78","100000","200000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"c18b29fe-730b-4306-bfa9-4ab38970e8fc","c4c6e592-e9bc-4518-b791-482f31803ead","100000","200000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"f62e276f-beba-44b3-bc85-f73e8cac20f5","b99cc638-61d0-49c1-ba47-9fbd822a1ccf","7500000","10000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"5e4ab921-7716-4b7e-ad51-2c454510c995","91dd4711-5e07-4a7e-8a75-d8384fc158b9","1000000","1500000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"b1a52827-6ecc-4e31-8db3-a00d79f8d5f7","3b4bb16e-1882-4bbf-b79f-0ffd13491af4","500000","1000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"f9cb7db4-63b0-428d-bac2-07eb6e7032bd","5e12d3d4-5738-4955-94e3-03608f6a6ab8","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"698c40d0-9b37-4dbd-9694-aabc1afc2382","3ae8b196-9e9d-443e-b1e5-df65526686e3","200000","500000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"cde68a5e-f736-44c8-b6ff-77bc48a064d7","146c0b9a-7f1a-4349-acbb-9e635b67f0ed","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"d9cfe2de-e77f-495c-b42e-57d0e015f81e","668b8c49-6dd3-4e0d-ab5a-1ae6a0e1829d","10000000","20000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"8591aa34-2daf-449a-a888-45b974eea68e","f3a87cae-1f95-490d-9dbc-8f0759a06895","2000000","3000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"73997cdf-a400-434b-9e5b-87c964333fda","58e082bd-8ad9-4ee9-92ca-be29f3892f4b","200000","500000","50000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"447ec411-1b8c-40d8-88f4-0615a4ed7a7a","5ac44d91-d7c0-4ddb-ba5c-e152d8954bf7","2000000","3000000","1500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"2d99ad17-7449-40f5-a3b7-28e1e43408a3","be84dd74-61cb-46bf-b3a8-953d79be7933","10000000","20000000","2000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"70bc9b08-07ec-4e44-acbd-7d0b92495510","a1396a46-d38e-4e0b-877e-7e0fd55be66a","2000000","3000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"fece5801-4c6c-4d9e-b21d-60fa4316e101","368e80d9-3ba0-46d2-9979-67cbdb69ce6f","2000000","3000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"0b3705a2-1208-498e-ad90-4155462dd9e7","0db4c3ee-7282-42aa-be41-21732c3658b6","2000000","3000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"8cca8eeb-f27c-4540-b122-f839ad87b691","3f29e1a8-d818-4cc7-ae35-d92c4bcfa357","10000000","20000000","2000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"9f062af8-bd72-4baf-bba8-237749cb53a8","a5e859b4-6b8c-4036-b87b-04a4cb2b0181","","","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"c1296743-2280-499a-a0bd-c56b22ae3073","49b564d1-e211-41fb-901b-bc102d9bea80","20000000","50000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"5b23670f-d3b7-4836-9b0d-a67078171ba4","f75aaa41-acce-4021-99a0-070a49650240","1500000","2000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"63e6a5f5-9ec2-4c3d-9a8b-1cb1fa7357be","e2d6be80-968a-41d6-985c-3d1526410c64","5000000","7500000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"9c1f68cb-42c0-4278-aaff-a6f909eb1336","4412b726-961e-4fd1-8338-a5b8552490bc","20000000","50000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"5e50ebee-4f78-4a93-af4c-eaa20cc8eff2","ffc26e8a-e1ca-436f-86c0-8947b436fd79","5000000","7500000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"886b7d5f-fc3f-4107-b821-5beff9aaf23c","7e6708bc-282e-4db5-b896-947f0d407cb2","20000000","50000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"747b5b4b-a2fb-48f4-ad53-0b8e85471495","63e8fcdd-17af-4413-8cd1-39e2012795b1","7500000","10000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"b468e7b7-ddaf-47f3-a40f-5ad97070aefe","b92f6992-01e1-4a17-ae71-059cf3c0f4c5","","","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"f328b35c-57d4-47d5-8d26-c839cd9841f9","9cb52bae-6893-483a-9614-22be48d7030a","","","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"bbd1e29a-16ef-4cfc-b1b3-9b291d1df3d1","06b6e3d7-2a69-4879-8453-d20a2e06ac72","2000000","3000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"286eb8a2-52a7-40e6-8fac-43e194f0307b","4dba6b15-ff3f-4c41-8b51-0946518c35ab","4000000","5000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"d9ab9973-5cfb-493d-8c5a-133132a8397c","1aee7828-e8ca-4951-b955-3d272a66dbc4","500000","1000000","50000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"b95f0563-ec29-4945-b64f-c854dc901fbc","641d1345-19c9-4711-89e0-b9bd5db58643","500000","1000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"223c0d78-507d-4bc7-ac9d-1c3369f2472a","e22fba63-c32b-4be4-8707-c42476609842","3000000","4000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"dd255395-71be-419e-840d-a98f489c8ac9","9d3c202d-9381-4147-92a2-c889ecd68121","1000000","1500000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"2fea898e-fbe4-4682-bf6a-86bcae775fed","f73cf74b-e2d3-469e-959f-52fc1a245bce","","","1000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"fcce4da4-8c54-4e34-bb6c-cbe33b8e5ab1","2ab72a84-be1d-4f96-bfc6-cbf4113c345d","2000000","3000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"84e9cd3b-e095-4ce8-93b1-6c76d16f1e0d","f90c3450-c059-4971-afde-fa199ffc1790","","50000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"5488c153-4f65-4b9d-ac6c-cf84b57be906","8ffc9f7a-c3a4-404a-8794-b81f3fa7176d","7500000","10000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"0c952219-d640-4583-92b7-2db0314dd3dd","2bded616-68d1-448d-ae54-1bcf470b058f","3000000","4000000","50000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"16517c2a-44d3-4c32-9005-459f6e117df2","61a026f1-84fe-4e23-981c-dc964514ca67","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"a9b8ff95-0e0d-4d23-a43a-ee84f0994283","d39d234b-6ab8-4219-809e-d08dcb0e0f25","100000","200000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"538dd8ac-1fd6-498e-ae47-7fe3168fe3bd","5e827729-112a-49f4-8575-eb8cfc74b271","2000000","3000000","50000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"ec773317-3b9c-4cdf-9368-da5dad8f5539","72e6add9-4743-4221-8a37-504502dbca6b","2000000","3000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"4cb85a63-cead-4151-82c6-06a84b0d5558","8bda802f-25a5-4d3b-a073-e775b8254f4d","","","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"9a2fc21d-cf55-45ce-b006-f72aa80fd546","ad2f745b-ddda-4165-b428-6274b3a3294c","2000000","3000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"4d7ba4f8-5f92-4e40-9f32-48d9a806ae4a","26e419c5-022d-401b-81b0-e1c58f24aa39","200000","500000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"9610a77b-c772-42fe-b5ed-2422a40b0f1f","ee22ea13-04d5-4669-b113-1ee8a1c679f7","50000","100000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"e2925911-75e7-4dba-adce-d0249738e4f1","dbe4e874-1e0a-44f1-9c88-23243a97f81d","2000000","3000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"64a167b3-20c1-46b6-b6a1-c5ae9bbdcc1a","7b1471a1-c276-4f1c-9750-efa7cf61e6f1","10000000","20000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"0653ab06-6543-4fae-8b0e-943c8c0b0b75","285a8087-2909-4baa-b959-149231119cea","1500000","2000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"be339f5c-8195-48a2-94eb-3186fa93620e","7d4c71df-a292-4891-88e5-5beda4329583","1000000","1500000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"b8c612f8-e217-4e5e-bffe-9396b10ae246","c1719752-43d5-4d87-bc55-62bed966380d","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"48634715-5980-4fa6-8750-04d0a3d45631","757c944a-c4f9-4134-9add-083e6a6d56fd","2000000","3000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"3f38d63e-34f2-47f9-95a6-394eba40d3e0","4e56972b-761c-4f40-9a9f-7f636ecd4200","7500000","10000000","50000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"88a1fc5a-9bad-4c0e-b80b-82054978d861","da3d6166-4173-4a53-99bd-458944546172","1000000","1500000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"447de0aa-6f5c-4795-8b07-63d0cfd86f68","33e33b88-95cc-4c7c-86f6-bb90ba44b957","200000","500000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"22c9b570-6ec4-4a0c-9ac4-8a2072d80b57","22315914-73c8-4e93-bffa-3e10e9040df0","1000000","1500000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"581fbcab-1b91-4862-a231-0c16b3fcbe29","f14dff5b-0538-465c-bc0c-d69cd2276f8e","500000","1000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"3f12e79a-1a67-430d-91e8-e1e42568e94e","75039b3b-5884-4db7-802a-1aaa9e74a3ec","10000000","20000000","1000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"b8fba44c-da43-4871-abd2-762c186da4a7","6e8ec2e7-0bdf-4dcd-a470-1796fecfca0e","100000","200000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"2b036662-295c-4292-bb5b-1a2ffa463122","a98ca601-52f4-442e-88f0-472b1708df1d","10000000","20000000","1000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"c355e94b-1b07-42c0-b8b4-a871657c81e8","eeb9d325-2e52-4a03-94b8-9a670ad67ec2","2000000","3000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"433e54a0-ff41-4e19-8961-d9aae37a5b77","2341d0f7-22a2-42e5-9bff-ec9b7adfb974","10000000","20000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"de6a6d72-8f75-41f5-9f91-667a526a8038","9972b15c-9e05-4cc9-b316-2f83608ae522","100000","200000","50000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"3218dbd5-2bcd-4c08-b9e3-beaee076fc07","06150d99-d60c-4ac0-8c8f-85c06d1db882","500000","1000000","50000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"522847a3-1c74-44c3-9c29-7dd59fbdfb1f","076f9595-f226-4efe-addd-f5ed721a824d","0","0","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"8ab872fe-917a-4f82-82dd-b07992f0bb92","aed4ba4a-1cd7-40f2-a2f3-9e984cfa41a7","10000000","20000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"72b7bfa4-036e-4284-bea8-46ecc437f61d","775e0274-77e9-4ad4-8bfb-c06aa4769738","1000000","1500000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"0f66aba9-c605-4776-8d68-8593a1847162","8f1e19a6-2f62-4caf-9650-4515099fd387","3000000","4000000","1000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"2c22c944-119b-48d4-a4f8-032a4cc37c57","aa385e8a-8282-4a6b-ba9e-0f4687c5521b","2000000","3000000","100000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"2db1e85d-9b09-4291-9997-59b72c36b132","6bedb6b8-7dce-47de-b44e-d8e064f19564","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"a4ff49f0-7737-4c24-99be-47021164da57","4de1a6a0-2773-413e-8c96-0f0b26d0c816","200000","500000","50000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"ee673e6e-1b65-48fa-92a9-57c31db4c243","6f207baf-467a-4bc9-9d03-bde54065a98c","4000000","5000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"c9dd901c-a872-4145-ba45-bb4d61457011","f499f3af-585e-42f3-8e89-14cdcc13fd6b","2000000","3000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"0cc8e7f3-5e05-4dcb-ad93-234cf2a7c6c5","09b8df2f-b30f-498f-b8f6-92d468d6540b","7500000","10000000","3000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"a64b6241-2ee3-4e6a-b9d7-f1812e318c60","674336f4-d914-409b-a647-fb25d34bf997","500000","1000000","50000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"acea5be4-aa96-446c-a0fc-67e1db395446","e31242a1-2af2-4f86-9d6c-d03bf00a4344","500000","1000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"5fd9979f-3ac3-4462-83f0-529bf7b3c4e0","3c04ecc6-758e-4309-9772-ea49ae30fc60","200000","500000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"0fcbb177-d500-4b73-bc96-501d9deeaf43","82f31048-406f-4d7f-a046-99ec10729294","7500000","10000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"7f6f92b3-9423-43f9-ac72-cc117c267622","7e62eaf4-e82d-4412-8156-99b31f23d11a","1000000","1500000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"ab389f8e-d7cc-4c80-ab88-4453948a2eec","6e904355-935b-417a-afc4-1c1ee02f6c6e","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"9610276f-03aa-4e3a-98cd-45e398860070","fa9766ba-6af1-4fe6-9226-2e0127fed0dd","2000000","3000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"d2994885-ef48-4aa5-bd33-d6065ab316d8","a2806baa-5276-4330-88f9-157074983c9e","10000000","20000000","","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"23e09927-41bc-4934-8f4d-2029a7ab1f7d","ca92bdd1-644b-4fc3-b09c-96bb1b3a73f8","3000000","4000000","1000000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"5f40dd10-b534-440e-8093-55cc16b08a79","4a8e40e2-1a1a-4772-91db-67b726796311","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"64d9e5e8-2b55-40cf-b96b-bd90b3591926","0998e044-04d4-450d-84a4-ee3c9202c54a","2000000","3000000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"745461e2-ae08-4bec-a2b9-ae2c0c1c4968","2c933293-67d1-4607-942f-368e051b750f","1000000","1500000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"20069495-9e71-4dc9-9646-553301b84d40","e99d0859-5f5c-44b7-ac06-667d0a2369b9","5000000","7500000","500000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
"9491fd85-2dd7-4735-b78f-b86400faccf6","218c53f0-6e82-4f96-99ff-3c2eb52272e3","1500000","2000000","200000","","","","","","","","","","","","00000000-0000-0000-0000-000000000001","","2025-1-1 18:15","2025-1-1 23:59"
