listing_id,total_outlets,parent_company,business_type,established_year,units_count,leader_name,leader_role
e8431ffe-3863-4c93-a4e5-951e1a675546,44105,,2019,,,,
f43a6308-5709-4c9b-aa64-32861944d7c9,,,2025,,,,
30739584-1518-4916-988b-fa89dd220234,,,,,,,
5a599044-0f58-4a8b-962c-16e05b2d0622,10,,2019,,,,
eccf5479-9385-4679-bf7a-4cc553121456,40,,2019,,,,
02c77067-17f8-490f-ad17-e658f2f5ecc4,40,,2015,,,,
c3b5b7bd-9591-4480-b521-3666c95ff7dc,10,,2020,,,,
f2a2b9bb-4317-419c-a106-15199a84a23a,,,,,,,
e778a0a5-3e05-4ba3-8ddf-b624b9eaa9ed,,,,,,,
778eacfb-906c-4a42-8eb1-6a5d539ff432,,,,,,,
13309060-695a-4c9f-bbec-ae1e2e4bc4aa,10,,,,,,
d925ea02-7824-48f4-97de-f1ee745fab39,,,2019,,,,
1f5ac31b-5e68-482b-8624-ef1775a11669,,,,,,,
91faea8d-9ad6-4bd6-a681-70b8ba57b687,,,2019,,,,
7104ca13-8df2-497a-b093-ee776a45531a,,,,,,,
24541fb3-eaee-4470-a3bf-a0d610865046,10,,,,,,
ba8bb647-2cd8-4336-80f8-29a6682f87c7,10,,2018,,,,
ced65b8c-c850-4f20-ab68-d831dcb06fcb,,,,,,,
4207f5f4-b250-4ead-a4d2-87d27db5153f,80,,2008,,,,
bf5e3473-532b-4f63-8583-c9a049432263,,,2023,,,,
3b4ac612-d24a-4dc1-b6bb-5aaaa9a875b3,,,,,,,
1bb424e6-e019-467b-9fe9-cf0dc64f79b2,10,,2020,,,,
c6b85ebb-3ad4-407f-b0f8-b75e5a5632aa,,,,,,,
9797ad60-71cb-4f0e-ae3f-2d4da3fd881f,,,2017,,,,
3ed727e3-e1a3-4a06-99c5-341c5eaf603e,20,,2012,,,,
c3ee863e-00ac-4cad-9b65-061ba7502ff2,44105,,2017,,,,
3ee51a2c-5744-46fc-b920-342b30f39e66,,,,,,,
9f259518-35d4-45ee-8cf7-0095cd24a0e4,,,,,,,
4a1a48ee-7f85-4425-91c1-08af0dd8d3cc,,,,,,,
a58b091d-98a5-4260-8078-6b69cecab27c,10,,2019,,,,
6a60aa87-b1e2-4e11-a5d1-568b19e960f5,10,,2022,,,,
3b9d9bba-8648-4f5f-be39-e4795732abf0,,,2018,,,,
730327a4-9a4d-40d7-b7b8-c3077d687d25,,,,,,,
0cfa78f4-90af-43b2-895a-5abbbd572a9d,,,,,,,
39e489a8-34d1-470f-a28c-9dc1e1f3a907,,,,,,,
fb539ef5-7d90-427c-a96b-edcfac8c79a9,10,,2015,,,,
f660f8c6-ed13-4486-a4af-a5900ef36674,,,,,,,
60b7501e-082d-4d6e-bce2-c21757234c86,10,,2015,,,,
b69a271a-5d67-4545-8340-aa6844cd6726,10,,2019,,,,
7d479437-409e-4412-8a1b-7e5ad286230d,10,,2021,,,,
3306c63d-f636-45c5-b840-177344e7022f,10,,2018,,,,
ef648f27-78e2-45e8-ba05-38188b432dd4,10,,2020,,,,
5b8aec9b-7bbc-4f7d-8717-dd83ae049a4a,160,,2019,,,,
37c99183-eb89-44ef-b759-088353862c94,20,,2022,,,,
6d226566-941c-428d-8566-35e3edef768f,44105,,2025,,,,
bf4350e5-d4ef-4e08-80e0-67470a980fbb,,,,,,,
84478b87-61ff-462f-80ed-1d24f365235c,44105,,2025,,,,
a5bb1863-17db-4b81-a666-57a2fa57c465,,,,,,,
13a8d0e6-0b0c-4f7e-bb32-940525b0b137,,,,,,,
5299aff9-d50f-4e66-9368-7f9a529614c2,10,,,,,,
554842d5-b84f-40a3-80c3-bba68ba85882,10,,,,,,
3340b4b3-4006-46cf-a73c-a206c22013f5,20,,2014,,,,
c3fbfdb9-d456-476e-8103-635267013a79,10,,,2022.0,10.0,,
38cfecbc-d5ea-4222-ba5d-26861732227d,,,,,,,
f6528159-3139-477c-bcec-516d82e7a7f8,,,,,,,
a4a6990a-b71f-4e8f-90a1-f3e027c69b53,20,,2016,,,,
e257c222-0560-42cb-bbb3-01ae997855c3,10,,2021,,,,
b57863e6-e68c-478d-ac62-4dae9e4c97fc,,,,,,,
6431df57-0fc6-42c6-b35a-1f37b80a378f,,,,,,,
ef44bd85-d9fa-42b3-99ce-7c25add12ac3,,,,,,,
1ce268d7-d0b6-41f6-93cb-48cd6ba8a483,44105,,2024,,,,
ea475651-f19c-4ac1-a4ed-6ef3a6781101,,,1997,,,,
4a3b6658-fe14-43d3-889e-16dfd85b12a9,,,,,,,
6fbb7607-2cb6-400b-8c45-a0d01c8168fd,,,,,,,
381018fd-88d6-4cd7-8bd9-f3290e8962c4,10,,2021,,,,
fa7027f0-79a1-455f-acbc-012648eeb197,10,,2014,,,,
5cda6d4a-9834-4b47-a260-5a434de68d09,10,,2021,,,,
2550ca97-e976-48a0-8898-8cfd13be8223,10,,2023,,,,
37340f08-64a8-4097-a348-1fc05f39bc13,10,,2021,,,,
6119f43e-da65-4454-ab0f-50f4e166d07d,40,,1957,,,,
cc976ff3-2c69-4d1d-b10f-2eb5ae1dd9d9,,,,,,,
4bab8310-0ce4-4fdf-b22f-085f9cc11f94,80,,,,,,
dd3d90b9-b81b-43d1-86c7-e084cef02fbe,500,,2012,,,,
871c7162-5311-4666-a606-4ba2aac6a56c,10,,2023,,,,
35ce7565-d048-47f3-8d38-69fbaea5f7eb,,,,,,,
fc0731c2-731c-417b-994f-e1f20b72369a,,,2018,,,,
6a86b856-304e-4c17-a610-640952c5ee84,,,2019,,,,
deaeefc6-ad43-48ab-9111-a6ef304b76f7,44105,,2025,,,,
836eb45e-07ba-4f17-8b72-624baee7704c,,,2023,,,,
8e77c5e6-3b0a-4550-9175-fac9e9419599,,,2010,,,,
15eef942-14e6-4c74-b607-7ef7dc019d4f,10,,,,,,
1b7b41b0-2be4-4fe0-ab45-f4b12f8d64d3,,,,,,,
9ea152f9-aef4-4572-8c26-e1350281321d,10,,2016,,,,
0c91367a-72d6-44ca-b642-6a2d5ed7f26a,,,,,,,
43452846-6403-4958-a8fa-8e994d9b061b,,,,,,,
7198d174-93b7-41f3-a31b-519b81ffb933,10,,2002,,,,
5c76524e-4c77-4421-ba96-50b40437cd48,10,,2002,,,,
522519ce-c2f7-473a-a019-c027aaf46799,,,,,,,
a0b8b341-6068-4329-9b86-3bf07ab3e08b,10,,,,,,
fa9bfeec-73b8-4280-909b-4384b4f6aabc,10,,2020,,,,
49bb9f93-ac75-4ee5-bb8a-0f6adf739a56,,,,,,,
04d6c8c0-2d15-4b0e-9eb7-00d2324e2c3e,10,,2015,,,,
ff7e8c17-513e-49c3-ba74-ff9a8c9e17df,300,,2010,,,,
702243a4-cdb5-4015-bce2-a258e2f06c5a,10,,2019,,,,
a325b4ab-0342-44c7-9c5a-1e0ae2d933dd,,,,,,,
dbb6eccd-8bf1-4ae5-a305-cd598fe2320c,10,,2017,,,,
f1b1041f-17a2-4dfc-9f0b-9f4c67dd4899,,,,,,,
d4f4a3be-af8a-4aca-b09f-189a7d4c908d,,,2020,,,,
3cf2041e-3e3f-4fcd-aa66-5c45150e1096,44105,,2023,,,,
1407f19f-10b9-4286-88fd-5e3043fb354e,,,2018,,,,
fee27409-2d90-41aa-89f8-41d3c0afc898,,,,,,,
6624c09a-e9ba-498c-a412-ead643b0d247,,,,,,,
e05bc406-74d8-4da6-ba04-9526f4c5e007,10,,2022,,,,
d6f0753a-de3e-44aa-acc3-faf9f712916a,10,,2021,,,,
5bb3277f-c83f-4c4d-9873-9bc4e397c92d,10,,2011,,,,
6d47f589-b038-40ab-8c98-3870ec78fcfb,,,,,,,
bc8ba744-8ff0-4bd6-abb6-0fec085bbadf,44105,,2018,,,,
8ae848e6-4294-49e6-8765-876f9c58b954,,,,,,,
96a5ebc3-ab2c-49b3-b6cf-d5a966222b61,,,,,,,
921958bd-64ba-4401-975d-a44a431c5d4c,,,,,,,
f287b623-0af2-40a8-ae84-b003791e97e2,,,2017,,,,
9784ba53-e6af-451f-9a15-8517f49291f1,,,,,,,
054785bf-0d6f-4642-993e-56f587d8d386,,,,,,,
bf6a9f3e-8747-4bab-8f49-a9f48276581a,44105,,2019,,,,
1b0e24d9-5d9c-4b1c-b46e-37dfbea99501,10,,2013,,,,
1614310e-cdaa-4d6f-bfee-900c14be81e8,40,,2022,,,,
503359de-1ce0-4c72-9d99-72f75374260c,40,,2021,,,,
6f715258-1d6d-4e46-a034-4338a31063ee,,,,,,,
151e4f6d-4aba-49e8-8916-8e77cdb49147,80,,2024,,,,
1d6d474a-1ab8-4939-964e-c6f9ff49abfa,,,2016,,,,
2bdbbc17-c188-4004-829b-79341341c59e,20,,2018,,,,
853583c0-41ea-41d0-b3cb-ef198c777bb8,,,2023,,,,
20f083d2-2782-4871-a25a-946cf88ddd33,10,,2006,,,,
2298cc1e-2b63-455b-b789-6c60d1e345b7,10,,2011,,,,
520bf9ec-b228-41e4-aafb-0adadd0394ac,,,,,,,
2d356a17-edba-4e32-8396-2c3becb6a00a,800,,2005,,,,
7dcd9e48-3204-4bab-ae41-1cacba8b7647,10,,2020,,,,
4ca097dc-9178-483e-bdc7-65237837b628,,,1996,,,,
5d7fd8fe-902a-4ea4-889c-652a6b59da51,20,,2013,,,,
d8a80546-8cfe-4f3c-837c-e4391749a944,,,,,,,
ec052a1c-9e6d-4615-9dbd-040538792acf,,,,,,,
a1981a32-2f3c-43e0-9e02-2954ee829f31,,,,,,,
0ebf2e77-b8c3-4998-93d9-1959db65dec0,,,2016,,,,
0836d83f-d84d-4ccd-a9d8-6e7b5244bfc8,160,,2019,,,,
4063095c-fe3a-4258-966d-9504fe7e0881,10,,2019,,,,
60076103-8da8-4c1b-a351-168a82a166c2,10,,2022,,,,
b13eff05-1a8f-43d5-a34e-0db944cdd1e2,10,,2019,,,,
dfaf297c-560f-4924-93f2-c3962ef9b728,,,,,,,
e66aa83c-d57b-470e-9d93-64909753e6ef,40,,2019,,,,
b9c862d0-3c1b-44c4-884d-e2e3feba52a4,,,,,,,
eff1ea84-eb37-44da-979e-17a2fd614ea9,10,,2019,,,,
85494df2-2108-4123-9cd2-4c2a8ef66e95,10,,1939,,,,
02b97346-e2f9-4bcb-8e43-ca847b1af3ed,40,,2019,,,,
5cf32682-81a3-4e72-907a-0225eee2343e,,,,,,,
e0fa87bb-102d-4eeb-8e2b-788548f06a25,10,,2009,,,,
8bb5c3a9-f8e4-428c-864e-37eb765dc1d3,10,,2018,,,,
10ea04b4-3e5f-41e5-b814-609afaa054b2,,,,,,,
d45e7752-e771-4dc1-b861-d62ec91023c7,,,,,,,
d4ab8b21-a599-4913-8d51-1b3671805fe2,,,2018,,,,
3129d54e-e0a7-4d06-bcd1-28c7a3bb0247,,,,,,,
36e353f2-17fe-4b4c-b62a-db3653101066,40,,2012,,,,
5b6f2aef-fb3b-4d29-a140-957067eb1c77,80,,2012,,,,
68853ef4-797a-4b6f-8326-62ffb12006de,44105,,2014,,,,
d556c26c-2a27-4152-881a-dccb13d273e6,10,,2008,,,,
202974c3-bb99-4606-a9df-3acaf97fc403,10,,2020,,,,
967cf03a-6afc-4f31-8c8f-96fb68e7cf0f,10,,2023,,,,
2dae1a13-12ec-4a15-b2c1-b5a932f6d1a0,10,,2020,,,,
87fd4024-5953-4a82-b443-32ab625d7efb,,,,,,,
d97ef9c1-d4ad-4f39-b7fd-1cb7dd120b74,,,2016,,,,
8dba2294-6d34-48a3-8552-d71a5949a955,10,,2021,,,,
ffaea16a-d14c-49d3-9905-f3d09589fafe,,,,,,,
8cc87d99-11c8-4c4a-98e5-29a31fa27d2e,,,,,,,
6beac2ee-d54b-43f0-8c5b-266b627b18cb,40,,2001,,,,
f70d6a96-eb73-49e1-815a-a005fecce895,10,,2019,,,,
6b737e45-52e2-4dd0-9e7f-56eb0114323e,,,2016,,,,
25fc91f9-cfb1-47a1-ac15-b82f1236da42,,,2022,,,,
0e0ff1c9-0dd0-4843-8bce-9afaf07fd96a,,,,,,,
8c2df6ca-2071-4644-a545-48b6d710fc49,,,,,,,
49867397-ae1c-49b6-bae0-95da49b42d9d,,,,,,,
e9550d65-cd80-41cf-9a02-e6cd98776bc7,44105,,2009,,,,
85d039f0-5e4b-4ea7-aded-29921b103cc8,44105,,2014,,,,
3c60fe5a-b137-43d5-9d41-6100f5433db6,10,,2018,,,,
be3ef8b3-7477-4e3c-b42a-e69e3a5188a6,,,2018,,,,
062f90b1-f5a1-4d84-9f2f-33f2d344574c,20,,2018,,,,
180aa5c3-e206-40c1-be84-03a13f44d95b,10,,2019,,,,
48bc8bb2-20e9-40e0-89fd-34b5de22d937,1200,,2021,,,,
e92af47d-fb48-4b0b-bc24-4c41f0ea5a7f,,,,,,,
27c7ed09-146d-47e7-83b6-6618ef1ad0aa,44105,,2018,,,,
97bb530c-ca1c-4f01-854a-3a82f077917a,44105,,2018,,,,
634fdb8d-2a3b-406c-8823-d84ccef65eab,,,,,,,
a491a643-96c4-49ec-8886-bf2ee9d6e088,,,2019,,,,
d59920ab-b027-4924-9984-bd2894a5237e,,,,,,,
80471736-106b-4fec-9948-e968afac20dd,10,,2016,,,,
637e8f2e-460a-42bb-8465-83491060986d,,,,,,,
5c977663-db4a-4889-8284-b455879bdc94,20,,,,,,
9265b2e7-d2c2-4488-bac2-7209238e6038,44105,,2020,,,,
100cb07d-4948-4342-9db2-70fafa842d09,,,,,,,
2c1dd040-c9e2-4bb5-8201-abaa85afec41,,,2019,,,,
bd9961a8-1b2c-48a1-9e7c-1093d694f730,,,2012,,,,
769579e7-f665-48e1-830f-8becf554c2d9,100,,,2009.0,,,
1c93d068-6d64-47c9-ada2-355d253d9beb,,,,,,,
c3563e22-7aa3-4619-9b77-ac1615166602,10,,2020,,,,
0d2ef685-30ca-4ca7-a98d-95eb2f24bcc4,,,,,,,
238d8f8d-9556-4fab-a629-26e50c0e3542,,,,,,,
baeed1be-789b-49fd-8524-9f6a62e87d27,,,,,,,
e6c1c307-d417-42bc-b7c2-0cd54c18d174,80,,1999,,,,
cfdaaad7-8219-4a06-bc76-f585febe4176,10,,2005,,,,
e691e67f-64a3-4d92-9061-b8fab30f6c31,44105,,2021,,,,
3831a244-01f1-4b87-ab04-17d1466486f3,,,,,,,
9244fbe5-f581-4787-972b-9ebcba2481ad,80,,2016,,,,
eaca0c8e-439b-4a7c-b455-c2469397111a,,,,,,,
e0a0da4b-61c8-49d9-9b36-6df58a58e79e,,,,,,,
205f955b-e417-42f5-8b19-d1c738c65ccb,,,,,,,
3e427620-539d-4449-bf55-d731422da5e4,,,,,,,
0945c5e3-0eee-468c-b8f5-7dedcd7e4b41,,,,,,,
86acb327-0ae9-49e7-8e94-a6b5b154a01e,,,,,,,
b5460805-acb1-4a0c-b05b-2cbf2b3a5514,10,,2017,,,,
2781d39b-146e-4448-a383-e7dc3abd7d85,,,,,,,
e8cf9091-931f-45b4-a453-c6614bb520ab,10,,2016,,,,
ef87db92-3864-4b91-ac32-1b35657cbc23,10,,2005,,,,
c4c2d6d1-d28b-48bd-b4f3-fc3e5fa384b7,44105,,2007,,,,
bde87b16-e3b8-49f8-b641-21bf4d9b1443,,,,,,,
d6460d2c-b728-4a79-ac22-3bba13d71f16,,,,,,,
0fdbdd87-d566-465d-9856-6080eb0da1a6,,,,,,,
7aaa1a5c-6b09-4d6f-8d07-e42bd22c7a84,,,,,,,
e9c235fa-f837-4f02-8538-9eb8b5f6fd83,,,,,,,
4048f53a-03da-463a-b762-7e69aeb73ea5,160,,,,,,
0457a9d3-462c-4af6-9da0-d84a2ea0c569,,,2023,,,,
f3882697-d971-44d8-b01d-6aecb3091737,,,,,,,
7d650dca-df8b-4219-b35f-530279f78d7b,44105,,2010,,,,
75d4deae-0256-4115-82b0-e05ac6f159cd,10,,2021,,,,
3a115f4c-05df-4787-9557-39df180a6b6b,,,,,,,
cf748107-b855-4aa7-aa13-7e31586fffe3,,,,,,,
1b84ec19-5fb9-4087-8fa7-10c161a9156f,,,,,,,
f3d2b489-940c-461f-a00e-f489a48ac259,,,,,,,
882c2f7d-4128-457d-b8b7-ad9355390c31,,,,,,,
81dfb7ef-434f-49e3-b162-c860ad188091,,,,,,,
f0d16f3d-3dae-4f39-aac4-ff6e28ae80f8,20,,2005,,,,
e26e1006-9bc7-471b-a941-441ece2c386b,,,,,,,
770806fc-1d33-4fcc-8c58-6cfaaedfffb8,,,,,,,
318ff1b7-7cd8-4841-95c1-1261d6cba0cd,,,,,,,
fceddc00-fab6-4ab5-b4d1-e59c873544a5,10,,2011,,,,
e5cf947e-3aaa-4c11-a4ec-dcde9719f36a,,,,,,,
69bf4348-7dc1-434e-97ff-91b04a3813dc,,,,,,,
51220a45-6fab-4486-a58a-0e9fb94920b1,,,,,,,
3db31307-0a09-4017-99e4-77078b24977f,44105,,2018,,,,
a7eba6dd-da86-4c11-8fb0-7777f6bbe9b3,,,,,,,
e692ab0e-c042-4bba-8f6f-f1f8818e9524,,,,,,,
f666be8b-6d4d-4238-b91b-c8427cced688,,,,,,,
406220bf-ebb8-4585-8c20-816004c83a2a,,,1996,,,,
9be962ca-435f-409c-8405-7c258a5e4540,,,,,,,
d729e1da-3192-4c63-b002-295d95108206,10,,2017,,,,
ef796d0e-41d1-49a9-b18c-e3bb33c828c7,,,,,,,
9046587f-af6b-4754-a11b-0de9a917a5da,,,,,,,
053d455f-f348-47a7-abb5-1f0aa90800db,20,,2019,,,,
340660f7-d55a-4a46-b7aa-cc571a54ee8b,,,,,,,
b8bab8c8-4073-4c8a-ae59-88aeb7f38034,,,2007,,,,
621a3355-74b1-43be-acbe-da7478db825e,,,,,,,
3dc42170-96e0-4a96-a099-1ef7494cf6e1,44105,,2010,,,,
dbf804db-4b49-4aa5-ad9f-2434275ebe70,,,,,,,
7792e759-bf79-4fff-98e4-b69f4bd1d892,,,,,,,
fb1728a5-2463-480f-a478-c9f5246ebf78,10,,2022,,,,
312eb8b0-0c26-42b5-bc97-65bd2f9edb56,,,,,,,
35d98fcf-d37e-4986-adb1-5ea6f4d648e1,10,,2020,,,,
ba7fc149-0aeb-4ee5-ba77-0d3ce433ac6f,10,,2020,,,,
845f854d-486a-407b-abdc-9eee1a9d5e0b,,,,,,,
6be8a4f6-2ba9-4206-bd3a-41621bd3faf2,,,,,,,
b9f325f7-a411-4a9b-815f-2a1114f121e8,,,,,,,
f972c1fa-df77-4dfa-a12f-852db41b151b,,,,,,,
a50c051e-00d4-40d5-80fc-acafad618301,,,,,,,
f35f9205-3445-46fc-93a7-70754bbb831e,80,,1996,,,,
b6928231-2f7d-4312-a104-6c4f4072639b,10,,2011,,,,
068db058-9b57-4f92-a6e8-3b8040ff294d,160,,2021,,,,
ba807709-b813-4de7-b718-ab7b0632caa0,,,,,,,
b89c4430-fb8d-4b2a-8682-bcb3995c63b3,,,2013,,,,
5dddf3b9-e2f4-4ac9-9ba3-7d9876518fd1,,,,,,,
077d3a73-f642-4552-a99c-0f7ea7527d91,,,,,,,
8a1ff7c2-68de-46c0-95af-2d35883eb196,,,,,,,
160623fb-ddfa-4509-ac87-d68e8fbedb69,44105,,2012,,,,
f40db21d-f1e2-4e76-a492-7e39faa748b0,10,,1994,,,,
700738d3-0a9e-4552-aa3d-7bccf57d3cee,,,,,,,
44ddf9cd-a3f4-471e-b998-a16a0c6c68fe,,,,,,,
fe014b94-3e36-4d7a-b8dc-40a9609646b7,,,,,,,
042a2855-069f-468e-a8fe-9fa9da0a2fbe,,,,,,,
acc8868a-11f0-436d-8fb3-be31dd039824,,,,,,,
b05d00c5-b8cc-40a6-af42-7aea157e6900,44105,,2002,,,,
e0876123-c161-41f6-8884-58faf275c69f,,,,,,,
9ec8ca99-4c65-40cc-9c95-a2bbe3ced478,,,,,,,
1b8e6d6d-113f-4e77-957f-01e3bd52578f,,,,,,,
9e086037-cefe-425f-a357-1d6690f12dea,,,,,,,
b63fae1a-caa4-4f9a-9604-52d7cff8c9bd,80,,2010,,,,
f4cec09d-2547-49fa-ba46-b389675c429d,,,2018,,,,
ded5e446-f2c4-47aa-bd29-91730a7739bf,,,,,,,
a6902c41-259d-4c02-890c-9d26dbf44def,10,,2022,,,,
b7d63878-614a-4693-8c99-7e3d0fbe19c0,,,,,,,
3d73bf80-6457-439e-8cd4-5430ae98b975,,,,,,,
5cf59a22-393b-4156-a2b7-16c15eeaa7bf,10,,2013,,,,
4bc6f019-460b-4f53-a1ee-e195d6c6d2ba,10,,,,,,
2f924aab-43e7-45fe-93d6-2eb1c6193ab7,10,,2004,,,,
250f66f9-35dd-44b5-8f9a-c1be3e798460,,,,,,,
9b8f1b41-8380-4e75-9886-2b2c38aa6397,,,2018,,,,
e9f40097-07b0-4914-9bac-82666fe10813,,,,,,,
ad81ddd4-c599-4d34-bbb9-58130ba44c4e,,,2013,,,,
7f387838-b43c-4b61-845f-b2265fb3687b,20,,2014,,,,
01a72b31-72fd-4f4b-8510-4316ff2decaf,,,,,,,
7ac0098a-aefc-448d-be62-36d3714e9fa7,10,,2005,,,,
18a3d7a8-0ded-414d-8ab5-bed4626a4bd1,10,,2020,,,,
e1f6f025-556d-4820-82dc-063bf63e0121,,,,,,,
6e99e9de-a3e8-4b5b-b490-5eca725bb890,,,,,,,
a326f9a4-1e09-4af4-88d1-8e437ecc4ab0,,,,,,,
36e2d828-121e-420a-8965-b03adc307e7c,160,,2018,,,,
6b0c4895-46c1-4338-a308-67d457cd2c27,10,,2018,,,,
77eb3c30-4f86-455d-953c-556e71e3b5e6,,,,,,,
9baa2265-151c-4a03-bd67-c354c2955958,,,,,,,
25edcefb-3ec6-4291-8de2-802223ddb0df,44105,,2011,,,,
e6ae8cfd-5609-405d-84d0-eb2cd7dfb602,10,,2016,,,,
da08f848-e342-4296-9b01-88e9fd6f60c8,,,,,,,
24c57300-df31-4c78-866b-92fd3d34cc89,10,,2019,,,,
06641609-8d1f-4941-b037-5ed26c8445ef,44105,,,,,,
56e2a6fd-0ffd-4bc1-8215-017d0f6552e2,,,,,,,
189df847-5c96-474b-95a6-157306476b4d,,,,,,,
b0e1c1b0-2b80-496a-a4e9-887f327e006d,,,,,,,
32047847-ba3f-491e-88c4-c991c5daacdc,,,2018,,,,
2e674620-124c-48a6-8ed4-66ce3d32f744,10,,,,,,
b1ef131b-bcab-476d-970c-a59289f935ef,10,,2020,,,,
b90e3faf-77d4-441d-88a2-67a9f4a9d03a,,,,,,,
66324a4a-68b1-4a0c-9f9e-0268a53f724a,,,,,,,
838261cd-1151-4d22-b47f-917c600c6a9f,10,,2017,,,,
7cd5a7a0-a2b8-4ac4-a744-d726c09bb2f2,,,,,,,
9f92ca7d-3106-4cd3-af1b-83475cc000f4,,,,,,,
924a000c-fe70-41bd-87c2-52b88cdd93bc,,,,,,,
c7ec582c-9725-4ecd-8978-9753f2481d69,,,,,,,
b9384c60-a7ef-436b-acb6-8bd3838bc60e,,,,,,,
3ba35f12-ac66-4960-8ce6-88fbba3534a7,10,,2004,,,,
e6624378-4692-46ec-9109-73be35ac872d,,,,,,,
4d85b217-18e1-4a50-8056-bfb8e07658da,,,,,,,
3e0192de-3758-492d-a303-21e94554e8b2,,,,,,,
2a08f1d2-7cf6-4828-8e4c-c87e4a7f5065,,,,,,,
2fb23263-7912-4e25-95fa-6e731e792183,,,,,,,
78f92764-be1d-4eec-8a7d-eaa8fb4e1733,44105,,1989,,,,
e563a68e-5a9d-47da-887f-986daf7d8d20,,,,,,,
d0fdb033-801b-4ae2-8097-10c1021aff96,,,,,,,
1b8c3826-ce49-4807-b967-b7ca4e81f2e0,,,,,,,
58edfc0a-63e1-411c-bac0-7f157fb165da,,,,,,,
10c97c82-1b55-4e96-b72b-a6a6c0478864,,,,,,,
a70a8b5b-6da2-49ad-87c6-08dd6fa5b76f,,,,,,,
409eb261-d477-4627-a2ef-0aaa69ea5f4c,44105,,2004,,,,
82f8495d-2b15-4fb0-ba3d-481bb33eef2c,,,,,,,
5e26a2f7-46e4-45ee-b74a-99adc60cf62f,10,,2006,,,,
dc4fded0-7ced-4568-809c-0e9b214ea771,,,,,,,
281d6596-487c-40cb-b1e6-7b75817e2dd6,,,,,,,
5a81ef5b-bbf7-4f82-82c5-f4afe94adfd9,,,,,,,
f1b3d902-3616-4702-855e-d9b961c10cab,10,,,,,,
8df69cdd-2574-4f8d-a786-e16d9612e34d,,,,,,,
1ec1c717-a08f-4a2c-9c1d-4258c80a42eb,,,2025,,,,
4bcfa857-b242-41a7-a67f-38879772b395,,,,,,,
d45394e6-ef00-4927-a611-db808e09f64a,40,,1950,,,,
d606ac04-95ec-469a-8fce-1bc8aa070951,,,,,,,
f536a6f7-a39a-426d-8e0e-10a067b859b9,,,,,,,
77e459d0-0690-4a80-afc6-86265f45f51e,40,,2015,,,,
467feecc-efae-44fa-bd8c-f63656861b07,,,,,,,
892deab2-2df3-4670-934b-dab9b16c7b8b,,,,,,,
c5f1a4c2-1e09-4c96-a420-bf09f6a0c503,,,,,,,
58c158cd-4f87-4139-b1de-256940ae0308,,,,,,,
e7db9645-fbfb-4a9b-969c-6ffc85300761,,,,,,,
3d10c021-e813-4c02-923d-333adc836188,20,,2011,,,,
97c8b98e-a26d-49c3-8a51-4ffa43077a53,44105,,2016,,,,
e0e87c08-ef81-48f2-81ea-628a50037ea6,,,,,,,
84196b02-243d-4d01-9dac-a48c3a038ae7,,,2013,,,,
444ba78a-80de-41b3-be3c-af8b7e606160,20,,2019,,,,
61b25946-074b-45ca-9423-1818f099fb2d,10,,,,,,
210d63e7-5247-4030-9110-6f9f51e9e505,40,,2015,,,,
809da34b-95f5-4ff0-8784-5ed6625db24c,,,,,,,
9317be9f-53b5-4b12-ba41-a3df2308a4ef,10,,2017,,,,
19b0bd50-e8dc-4c7d-b4db-b18fda0ac22e,10,,2022,,,,
ee845faa-8b52-4363-bc0b-30ea5ff5fbf5,40,,2016,,,,
f3833f32-fc8d-4ee9-ac05-7a04c5c06c52,,,2012,,,,
0fa5f493-d64c-4a8e-9cab-e3d628b135ce,,,,,,,
12e776c6-ee80-4c1a-8d30-020603c47614,,,,,,,
9bf37622-e59c-4760-8635-33ac941ed453,,,2021,,,,
e3933e0f-40bf-4f1c-ba14-6808e2fd2af7,10,,2018,,,,
2f3ec754-b9c2-4421-8ea0-2cd9d55bb57c,80,,2015,,,,
ed46ea93-2a25-4066-8471-7c67c67eab60,,,,,,,
fa8a92c1-0be8-4b1c-8457-aa690123386f,,,,,,,
6e81fac4-ac6f-4964-b18b-50c516c30615,,,,,,,
72555933-3b76-4ad3-bcf5-4ea806655e19,,,,,,,
f2d01da9-1eb6-40bf-abe5-884dd6a4b490,,,,,,,
e8d75551-b5ab-42da-a421-2ffd21919ce7,10,,2017,,,,
cb2c70d3-9162-4edd-a5bf-c14837dc133e,44105,,1995,,,,
28a2aa35-ceeb-4fbc-a1d4-12ceacbf1d10,,,,,,,
2dd75aab-eb64-4000-80e7-badc42e1e87c,,,2024,,,,
09ba138b-ffb3-4dfa-b746-0f41d40bc4e6,,,,,,,
c2d91b52-034b-49b9-b905-693c3165e5ec,,,,,,,
fb659c48-d538-4863-9a7e-ba6d126b02c8,10,,,,,,
d838816a-83aa-4c1c-a4ee-510f3fb53ae3,,,,,,,
599c516d-81b2-4582-8448-d4c1f3bd6277,,,,,,,
3e613ff2-228f-4f34-aad7-c3debe844166,,,,,,,
08852d4d-981c-44b8-bb54-8b540d859140,,,,,,,
57bb483c-68bb-4275-8657-a894bc3beff4,,,,,,,
89246480-75d4-4c5e-8df0-fd8a8fc54c74,10,,2000,,,,
0477ef0e-8f4f-43d4-942f-281aa0919cbe,,,2019,,,,
348ac824-d296-4c99-9b4a-655ab1a115b5,,,,,,,
a1c5a0c5-b832-46d4-983f-f0bcaabb606a,,,2018,,,,
